,m_c18p_0001,m_c18p_0003,m_c18p_0004,m_c18p_0007,m_c18p_0009,m_c18p_0011,m_c18p_0015,m_c18p_0021,m_c18p_0022,m_c18p_0026,m_c18p_0027,m_c18p_0028,m_c18p_0032,m_c18p_0037,m_c18p_0038,m_c18p_0039,m_c18p_0044,m_c18p_0046,m_c18p_0047,m_c18p_0049,m_c18p_0055,m_c18p_0056,m_c18p_0061,m_c18p_0063,m_c18p_0067,m_c18p_0068,m_c18p_0080,m_c18p_0081,m_c18p_0096,m_c18p_0097,m_c18p_0098,m_c18p_0106,m_c18p_0108,m_c18p_0114,m_c18p_0115,m_c18p_0118,m_c18p_0120,m_c18p_0122,m_c18p_0126,m_c18p_0129,m_c18p_0131,m_c18p_0135,m_c18p_0137,m_c18p_0139,m_c18p_0155,m_c18p_0158,m_c18p_0160,m_c18p_0161,m_c18p_0163,m_c18p_0170,m_c18p_0172,m_c18p_0178,m_c18p_0182,m_c18p_0190,m_c18p_0199,m_c18p_0210,m_c18p_0220,m_c18p_0222,m_c18p_0223,m_c18p_0230,m_c18p_0233,m_c18p_0234,m_c18p_0238,m_c18p_0239,m_c18p_0240,m_c18p_0241,m_c18p_0244,m_c18p_0253,m_c18p_0257,m_c18p_0265,m_c18p_0269,m_c18p_0270,m_c18p_0274,m_c18p_0276,m_c18p_0280,m_c18p_0281,m_c18p_0284,m_c18p_0290,m_c18p_0297,m_c18p_0298,m_c18p_0300,m_c18p_0301,m_c18p_0302,m_c18p_0305,m_c18p_0309,m_c18p_0311,m_c18p_0318,m_c18p_0322,m_c18p_0326,m_c18p_0327,m_c18p_0329,m_c18p_0334,m_c18p_0341,m_c18p_0349,m_c18p_0353,m_c18p_0355,m_c18p_0356,m_c18p_0360,m_c18p_0363,m_c18p_0374,m_c18p_0375,m_c18p_0378,m_c18p_0380,m_c18p_0392,m_c18p_0395,m_c18p_0397,m_c18p_0402,m_c18p_0403,m_c18p_0418,m_c18p_0426,m_c18p_0428,m_c18p_0430,m_c18p_0432,m_c18p_0438,m_c18p_0441,m_c18p_0442,m_c18p_0447,m_c18p_0456,m_c18p_0469,m_c18p_0475,m_c18p_0500,m_c18p_0501,m_c18p_0527,m_c18p_0530,m_c18p_0572,m_c18p_0574
4036_2,3236,6053,866,11202,92905,247436,22128,36754384,6869796,8758,82717,285203,589055,942148,166883,4327832,3138472,8643,52437,80896,5607562,47278,12843,47808,841348,1096247,6023776,20676,22064,26580,46842,52315,8435,42022,158531,34602,13489,33243,37516,380599,72850,172908,48897,7599,92424,42711,19213,43562,379180,1021552,281894,2617178,18294,45421,48124,13073,2320812,107881,40315,24155,14895294,42761680,20288,80000,82249,190621,3670,82332,16503,8252,9975,212884,98646,337385,75115,154279,101823,2378589,374262,1490900,600733,8109777,11748,453606,6516,23388,257381,53173,201148,6839,9660,6939,44348,34797,51207,29357046,15781,42016,424759,6235,120392,40741,1856,17060,945,26199,48274,1669,1194183,2334963,0,291642,2926,331730,16137,113052,1215715,13334,23685,3240542,181,48678,0,403035,9880,28254
4036_3,2639,872,727,11003,119414,204125,32964,32251132,6216628,9249,74839,290310,845717,1095437,168963,6591402,1584068,10418,53207,83874,5832785,49007,12003,53747,745973,1144117,6494536,23950,32793,54800,61934,58363,0,38743,188537,35743,11724,52268,27187,656864,151730,266788,82033,6648,216220,28724,30766,47809,458783,1065865,283375,2702630,4855,46337,45798,15175,2741520,112504,35688,25369,14535925,44054508,24647,79915,96132,210977,6775,91878,50426,8302,13525,80401,204414,297122,42270,137589,98175,914606,300106,1463200,537043,8798494,13728,770875,7870,19998,800648,55601,207598,7441,8521,5849,55357,41716,98422,28675454,6804,44782,466256,66890,203958,34279,2451,20287,1032,13627,48458,830,1158174,1667314,0,73269,701,512754,15807,16918,810123,13160,44380,2058971,330,77877,126,811542,21085,29541
4036_4,3121,5226,909,8798,94808,221953,32351,34523836,6633855,10855,75436,276524,587933,1001184,149739,5012752,1816318,11510,57945,76627,6012435,61313,10916,34275,969130,1070890,7640590,22724,24521,31321,29981,59990,0,42001,171458,31529,9383,30126,48237,650885,81352,200193,60767,9134,127650,15738,25461,51249,430762,1150119,255566,2181826,14420,45058,40473,13051,2740677,131888,48746,27568,14202803,45470324,22797,32676,60126,99207,9562,78157,13821,7786,11462,121889,86269,322042,30652,143982,123518,4216800,318716,1425536,626315,7636390,16744,370936,3506,17762,270561,51093,270721,6813,8247,7913,40555,46079,183755,29535806,25941,43928,370248,8321,237692,30350,948,18823,1452,20510,47113,1130,989262,1136930,0,342019,117,229333,10819,76547,1299354,12916,30317,3471102,657,43353,209,304711,10343,25020
4037_1,5227,14307,623,7225,62118,187158,20945,28179392,4838475,11152,53529,298836,716140,779202,136429,7830735,1314611,5761,63434,79470,4917121,54315,13329,24755,858050,1072665,4587598,14182,19293,16910,38894,43226,0,46961,880936,26418,9857,36821,38300,672044,47950,517782,78907,5260,68213,11067,25280,34340,518163,1006702,287314,2858409,4520,53771,45106,13854,4493372,143511,38239,38109,15883329,44662392,102407,99347,183597,288461,4027,93163,15401,10308,5576,90902,60497,400218,29073,158971,41057,324495,571885,4340849,413546,11267005,40286,407737,7092,17395,93577,33172,61731,6664,11631,1626,33251,43401,78274,32142870,4693,29580,634252,19458,157244,47284,3401,22560,837,36905,37556,1074,913569,580835,1643,885968,148,167772,5015,198884,503749,13363,15535,1137086,332,43436,241,192935,6800,26796
4037_2,4407,16217,1274,10871,93580,175690,25220,28094046,5359686,10767,77383,378832,699130,954279,132820,8723741,1651979,7369,55050,103400,4507720,48579,22291,34664,562754,1011422,4603172,15352,24506,33784,45355,44477,0,43161,665001,26707,14235,56536,36301,865212,78913,1556237,93200,8444,104214,25888,45492,39222,485548,1101859,279991,2542352,4847,76654,35353,13427,3898838,139299,36818,39592,15453818,45171880,145895,88178,198597,262280,2149,90592,46227,9858,5383,86817,114101,489864,27459,162912,34298,951723,576785,5346618,344271,10808492,54090,532355,7566,19245,337791,36767,82621,4307,10117,4486,34994,47859,212909,27784220,8575,31523,580693,20127,210221,47609,1829,28827,813,36999,50420,849,940647,744876,684,962972,520,680175,3386,240343,797796,13357,23468,1872835,491,44438,0,535214,10448,33782
4037_3,6453,27667,1094,4809,58558,219838,24300,28676166,5525028,8774,50362,308647,603438,723139,139335,5612990,1020336,7946,53623,71489,5578646,45962,10564,14139,570398,1019045,4094174,16614,19098,15162,59973,45727,0,50604,1050547,24833,5238,39903,46432,732484,36722,240244,98306,9701,68951,24210,14307,32284,547245,1018342,311703,2267151,3541,46396,40107,12299,4806536,115956,39944,33331,12509053,39211148,53963,27094,63910,66509,1792,97104,50669,7875,4959,86695,42787,367939,16603,164111,85895,165145,259526,1862519,197307,8643159,19486,217995,4835,12892,92625,40879,46469,3732,8454,879,22764,49173,395167,23495932,2518,22398,464126,25386,242785,39113,1584,19339,2273,41895,53810,241,656095,821517,80140,1321632,659,105898,2736,382781,735991,12169,15281,1695587,288,43321,0,108914,5500,30816
4037_4,7574,21153,358,7845,82934,191946,30699,28434554,5723142,10484,35190,355812,738738,819744,147358,9006085,1286221,8058,54638,92441,4302336,55473,5040,14063,802238,1040668,4634389,16306,1868,114,43577,49502,0,49724,973081,28185,11563,43815,37995,845458,3151,422190,61524,8398,56335,25469,15259,39348,510433,1108200,336389,1937367,23065,44600,45508,14024,4446982,124783,46786,40010,14122102,42132084,63799,39712,76951,100208,1744,109875,15920,9553,6740,71946,19085,401376,18974,173114,70212,194842,325603,1963852,142110,11331059,22107,10260,3078,16330,2834,31137,146177,5782,9361,1967,13932,49284,279000,26591032,2470,30395,571690,64805,256406,42231,917,24067,500,47556,52431,1058,854773,468302,3644,1096449,200,295234,14344,268377,657188,12771,29205,1470426,1757,957,114,494,1510,19799
4038_1,588,1684,353,8612,65761,178096,262136,28019276,6486936,4176,105148,206700,509440,780177,176228,6240259,1810882,14974,41222,66493,4817776,33913,14178,30980,600067,2031488,3991668,24763,18710,37458,26725,52509,0,36657,298524,19672,18465,38353,6924,284637,51684,299981,122416,13134,62900,8052,40649,44135,448790,666597,327028,2582670,6960,67697,59188,17552,3269858,64021,3291,17020,14369251,38872196,45739,23658,60034,60337,3422,107138,76976,9493,4771,25525,30463,307274,126297,108836,87206,689902,378635,1625294,161956,7086754,18390,102227,22258,14613,142194,96356,48842,3646,9784,612,28026,52324,1246529,25557606,7497,58612,392745,15653,495423,36686,637,11806,483,25529,63678,337,544946,1186968,0,118829,344,8808,16670,35505,521305,15487,2510,890880,330,5731,114,101136,6553,20455
4038_2,995,2564,478,9465,57710,152076,159992,27259008,5640977,4049,154739,207372,514057,788653,159397,5389688,3234128,13560,34591,73074,4700904,38243,13573,42535,563118,1772584,3799879,17931,18006,87208,27404,44444,0,37010,239645,21127,15070,36396,16751,495415,111946,267209,112227,12332,100683,11604,41135,47917,485243,720154,330662,2537286,7291,56014,67747,18306,2938878,64398,2647,12143,14462594,39982556,48504,75996,101209,194704,3995,110731,39293,7868,5170,153309,69414,354051,129428,100628,85327,979809,396909,1921598,210457,6779186,19717,301500,22460,13928,406426,69627,51745,3686,8857,3761,31473,53772,1109274,22971114,8101,51375,386607,6013,537888,34283,672,8693,324,24010,48326,0,611456,1101498,6,128314,395,9502,18155,20778,562945,13131,1866,23247,102,11941,218,390364,12736,38109
4038_3,2490,7670,255,8263,71447,176423,330450,28594442,5663863,5018,104858,209167,509472,798664,160406,5839829,2199713,9697,36679,68756,4752692,38041,12128,26499,724531,1812780,3732337,20349,21347,64082,38293,52623,0,41020,331034,19316,14850,37155,24384,426434,71248,282630,103606,12983,63730,9942,41114,39148,469722,684159,333481,2497176,6568,67135,64983,16155,3140560,68265,2557,15158,14381454,38018628,36785,40951,78781,116892,950,107963,52390,7000,5086,124426,50238,313372,102630,101844,104157,546092,381971,2030190,180929,6606579,18276,139482,21889,11821,298357,64544,49548,3584,8466,2419,24818,50517,1429644,24619698,4075,44576,308442,36848,542421,33966,610,6993,440,28028,53097,613,512877,1386217,4,230420,259,7330,22819,76028,599783,13191,4586,939300,165,5770,0,247609,11345,30639
4038_4,562,5619,223,8183,61104,145803,10017,26673836,5386910,4587,113894,192608,535546,748998,153089,6258744,2327477,10489,30360,65358,4675625,33997,15227,32109,673510,1791483,4410226,22963,25370,58977,29174,50666,0,41940,341070,20396,19470,27494,22346,426562,82252,279653,60293,10814,93243,11165,53995,41447,468664,732921,307484,2418128,9345,65837,64129,23296,2970322,59932,3039,13217,13497040,38242532,52073,26877,61233,75249,2620,100580,41233,8349,6757,36549,42279,317097,139523,97923,104283,664798,356203,1929926,150802,6665346,20348,151958,19560,9406,209182,58827,44143,3930,9725,2944,46898,55077,975852,21918782,6556,47262,347240,9264,511169,34408,646,11064,1616,23102,53016,0,470697,1023278,0,241493,0,6530,23811,62679,586457,13496,2042,15018,463,10052,0,180835,9096,12507
4039_1,6229,6443,344,23016,61163,138786,208848,26596304,4611256,3804,117446,209414,354473,803152,143822,5799689,3978418,12970,29569,60490,7030120,34612,6789,62014,695233,1807732,3198160,18308,10909,49622,51493,36905,0,62344,998129,18895,14317,90965,21401,820987,72655,260092,138626,7026,93465,9642,16172,88877,430506,612471,327061,2081949,8648,37368,45220,23472,2200288,63885,16734,11576,9896572,28932258,6667,98139,67698,195145,4482,109568,74950,9855,2529,25563,33476,311817,85760,108223,87575,909503,207602,703803,358440,5152058,12182,106547,31592,12660,160931,78561,218347,4584,14636,1227,32983,44564,989821,20471832,7621,70345,445798,42397,579910,40660,592,9388,224,24348,46761,0,537302,2582632,0,307124,120,2976,18494,79790,1990100,18439,5281,3532644,120,5909,333,102102,7414,19713
4039_2,6492,7182,225,26070,74329,102241,198976,24975560,5517008,3439,160641,201592,469874,721133,136066,7502731,1971979,6664,28746,60736,7280350,33383,2589,35638,624470,2020990,3601708,24262,12175,58295,32256,39284,0,43991,859529,19423,8773,63595,13146,454255,74021,300411,89461,3873,61763,15187,15309,83559,381193,662614,342418,2131077,8146,27911,35059,19021,2248381,58771,3257,12296,9541930,26870824,1269,88499,78686,205909,1478,112583,42603,8443,1992,24370,24729,340426,59747,118445,39758,782229,57953,89733,290065,4468830,4397,68189,14197,10918,205280,67440,202248,4983,13346,1996,9526,33696,737836,21948288,6656,74224,494350,32065,597213,39746,1459,4173,722,36265,42294,1076,530618,840459,794,257321,440,2307,8102,77672,673653,16421,5747,1359905,130,5537,0,93716,8685,21604
4039_3,16318,12175,119,19163,49395,181811,285950,29368856,6092524,4056,188262,186270,339879,777459,161633,6418885,4313690,8585,32473,65279,7635476,33930,1193,41526,724366,1838872,3451103,25094,17094,74608,56245,44568,0,53206,1094069,19586,13464,70682,8725,446483,100002,255462,95171,4996,113017,12235,16380,92286,426581,635858,357229,2221349,3739,32850,49641,23841,2100556,57040,16161,15900,11511716,31629882,448,35651,35946,92894,1573,120722,60790,9908,2784,12439,26688,302048,81524,119810,84556,1721515,58185,106299,244783,5315198,6076,115255,19577,8358,154525,88201,165827,3926,16061,4158,9315,42448,1223330,23653758,11786,73618,454550,49137,591981,48271,820,4374,362,38643,48339,522,402599,2208739,434,332920,87,4862,26683,150680,2104431,19574,4602,3721354,212,5702,136,72988,3722,25338
4039_4,4819,12546,733,26649,70276,128096,132080,25453798,4976415,4207,98593,203200,574570,652673,143799,7155091,5891474,8842,34519,59986,7822800,32233,0,45439,931661,1769392,2508486,16095,23060,53423,39441,63384,1259,54773,1176993,17374,13803,95751,23236,580945,77345,299167,131112,4086,78229,9886,26469,97837,374430,571930,359424,2230140,10239,42946,44352,29723,1749766,54182,7639,15161,11175940,30955724,7273,168379,155842,453689,4601,113915,79511,12634,2532,47356,36012,281743,131375,101811,62964,1014760,102274,296471,226000,4445952,8182,110668,24560,9634,192906,99939,212390,5063,15530,1373,25358,47660,870297,19516928,6388,82120,486227,23214,716360,50427,5459,3575,423,49600,46369,672,446661,2364329,836,506450,435,6289,18583,140793,1102842,23569,3784,1924524,425,7195,118,143403,9458,25481
4040_1,1115,1139,267,6539,52998,170258,241672,29357600,6832212,4560,97486,144192,568962,731308,168492,6505113,3247234,5743,41341,53318,5617910,23448,2927,21193,755866,1130960,5413967,33201,10411,27941,27652,47091,338,53695,609548,17518,18655,58862,21733,297409,37320,282980,71010,4923,49198,9938,15866,38932,527070,639820,436536,2199458,4005,40164,47913,15138,3073558,64012,3558,10440,13791888,35724368,30802,61398,84603,188921,2505,145002,27667,7502,5881,45842,30369,417166,73085,100440,43035,1946208,230204,947112,1754732,5664172,17004,83261,28644,12330,132874,61811,76446,5891,6611,9547,12179,51529,639648,24717574,15136,42532,338814,33682,598448,33949,5311,11203,225,40440,45108,0,566571,1476768,0,120227,334,4384,21985,32097,1024666,17141,2473,45584,103,4794,16165,95395,5108,27511
4040_2,962,0,0,9374,78607,177347,158860,30102216,6235648,4768,127727,154975,562895,876428,200741,7217426,1761625,6666,34878,60029,6033870,32695,3903,53618,830927,1076448,6506149,40722,24037,74709,32359,49942,0,46757,495139,20116,17470,34194,29159,755823,120968,340492,71200,4823,101777,10627,15385,38834,502793,665111,369417,2561871,13515,43954,54802,12660,2852630,66401,3308,12341,15144069,40038256,28923,14152,42473,54502,3632,127488,20299,7470,5883,93045,82356,433519,57328,101505,75598,287530,228410,1116692,1503423,6460180,18122,243132,20991,12628,441448,74090,108858,5288,3497,499,36817,53699,832482,24293254,1689,39460,281047,23964,494036,31884,7648,13592,519,25972,49541,0,481614,1017958,496,78914,218,8407,17548,8164,1286314,13612,3001,42357,321,9922,16144,408424,15400,35200
4040_3,569,4613,0,8008,87312,220930,191628,32764396,6309816,4323,128133,154884,552232,891509,194018,7859628,2050166,6998,40338,64689,5556293,30084,1845,47523,753239,1094218,5927466,33692,26400,88560,32568,47142,0,43807,573079,19663,20462,46926,23712,500198,127572,396876,105810,5380,114597,11895,21701,43331,487170,660355,435543,2419258,5505,48050,50609,14297,3113299,63573,14205,9693,15116575,40691312,32096,34660,64034,107179,2003,146835,28926,6024,7731,10921,109121,401706,110526,103570,71694,474869,240984,1187881,1360860,6729428,19592,289823,23367,12928,556884,55478,60863,5159,4770,3508,47895,49017,645374,24541886,5757,34861,310970,11913,576590,32041,5858,9420,148,29537,45794,0,592068,1315825,0,193227,824,9770,17518,63105,1050404,16644,2987,22396,391,10413,15804,524827,16800,32163
4040_4,2093,1864,0,9032,107302,229004,252962,32193196,7580054,4632,132645,159469,543033,888377,223774,8334290,2735323,5896,38432,60330,5562426,28554,3155,55998,936815,996332,5797105,34847,19771,106017,48886,45474,0,43006,605372,18957,23997,37532,33714,396609,143654,402578,90493,6421,120222,12912,25024,38717,467738,618978,403591,2286910,4144,38635,49308,13466,2852134,65772,15341,11258,14647102,39473168,34105,15666,50607,65571,2642,126684,33071,7884,6980,168534,120969,393013,75561,102079,76302,334477,250282,1480417,1250052,6028760,18296,277309,19691,10651,639047,50022,77402,4004,4658,1937,67728,55794,990180,24046392,4603,36680,278378,46049,736426,31748,3513,10707,495,25946,65219,591,416486,1297225,0,60486,578,12527,13578,30465,1143314,17303,4930,32045,226,15177,87039,569092,18905,49641
4042_1,2303,11433,186,9105,74639,245561,26130,34492320,6979478,9301,57302,331644,589315,716849,195346,8807709,3194356,9642,64914,75890,6572558,76799,3131,42471,656415,1029610,3890685,13264,11638,33912,44774,49598,0,40681,481769,22374,15755,19044,36494,620584,84012,422408,72976,5150,94825,26637,23454,49307,486997,955975,396621,2561336,5002,47341,45049,13104,4129744,136420,38198,44677,13918464,38723128,5316,248003,198606,560671,4220,129891,22525,7497,12691,98665,84820,340467,28648,115952,41575,638411,167778,352588,823567,7881276,5529,508035,5436,13658,220824,113088,196529,5513,7361,2282,45523,51782,352344,25543848,5905,33411,449464,17190,261041,42992,6577,7581,2494,47854,44517,456,750447,426274,293,818093,1111,149564,10504,208047,1705866,13588,20427,3893975,210,55341,148,337299,8557,40328
4042_2,1152,6505,1084,6998,91747,369770,24058,36446780,8212520,10503,56780,250039,579008,825817,211708,8398101,2683714,9321,56168,84082,6662532,58331,3138,35682,817004,1205525,3929171,15681,10866,24731,79739,46575,331,41587,561087,22453,13649,23235,32890,977391,62710,441540,83814,8806,132279,20711,18668,41954,510751,872450,436829,2414780,3488,46324,55824,14845,4431238,137620,35203,41542,14691243,40228016,2013,126462,92253,284793,1769,138059,28444,9390,14016,152220,98315,327493,27045,102379,54081,175462,79776,208339,800954,7143762,2715,279836,4228,13299,217795,78064,88794,8670,10623,269,10860,61226,1521353,24659560,3125,31060,444896,36616,345105,42904,1400,6294,2516,38065,49491,366,556018,716473,0,297473,721,352256,4704,81191,2192628,13753,12528,4881174,454,45756,0,321136,9382,25258
4042_3,1593,9985,1894,7358,84048,248628,28648,34040692,7241588,10025,57004,333206,573853,773493,230021,7841712,2545501,8949,55699,77239,6711210,78010,5808,48675,821157,1223374,4577886,13737,26958,30605,57530,49555,0,49052,475870,31192,13483,18503,32661,667892,69241,222860,65912,4837,122280,26191,30835,47765,513885,932381,408065,2199910,6269,52113,51921,12185,4260428,129514,45903,41252,14194397,38224164,8010,167650,156636,430011,4040,127374,34723,10536,18098,23946,134370,378965,44383,104330,41116,257593,92223,303829,714994,6760558,5219,389172,6007,14774,369685,63696,221027,6784,8834,1835,17304,58872,997640,22280770,4424,28671,392154,44106,193754,41339,2128,8811,359,25371,39856,1303,793760,337467,0,460517,762,511330,13533,155271,1570786,12283,11501,3841168,395,49180,150,481562,16052,32135
4042_4,3058,7842,222,5914,85682,296113,25269,34435508,7144712,10545,65068,335057,564406,712203,212736,7278926,1428251,9438,54267,80264,6959741,70763,3068,27348,648991,1235552,4453888,21124,21388,25706,42965,46720,0,40724,702023,28518,14029,16556,40244,872489,64458,287163,48353,9509,106166,22931,24469,41987,499666,904022,452362,2549926,9206,53576,51166,13886,4325148,136437,37108,42196,13882476,39187632,3510,94679,83055,237342,2049,138409,58851,8053,16649,126797,79321,336739,23907,106709,30202,243813,123355,359925,710952,7174238,9008,313240,4700,11956,198442,54760,160467,6643,8840,1389,35057,61364,1173793,23502332,2919,28059,406019,24859,278715,37748,1945,5034,1549,42306,39318,288,617676,382208,414,533734,152,194487,1178,117319,1892018,14482,10990,4226228,394,48452,0,297796,8893,44898
4043_1,794,8105,543,6998,90134,268475,27504,35599816,6368884,8860,54088,234886,604507,696566,190469,4923665,2167501,11147,47958,64349,5419953,65004,2572,20826,821077,949133,4434858,17558,24792,29065,44386,42629,0,37765,651092,27917,11886,51150,29930,666537,74141,174459,52242,7869,112786,26538,21075,45131,344243,742579,342292,2123449,5955,53735,44317,12060,2551948,111012,38091,19845,14914968,43734884,0,4436,16381,39047,682,113718,41144,7722,4976,92566,90345,365875,75627,129289,76520,442248,110700,639836,369628,7333934,5185,451851,7590,14916,256922,42761,31424,7276,7698,1592,18247,54995,197850,23881072,4949,37443,417435,24706,178113,41251,561,5535,1391,18947,58132,842,796132,1367701,348,536576,276,305464,1380,155735,1231216,11449,23144,3038207,279,60675,0,362686,11166,31075
4043_2,1155,10692,976,7804,94194,210124,21446,28784198,4893671,8895,46409,248063,750609,672654,117236,6357223,930148,8939,56167,69665,5281405,64557,3607,20799,844757,888107,5462934,18910,21065,14287,38700,35166,0,33412,895034,24357,16978,12203,44523,593579,44320,217513,55954,3892,111131,21452,6149,42218,406262,768230,300082,2394132,5026,43145,40377,13908,3456236,116075,41923,17107,13067475,40590172,146,228,706,5531,4326,95720,20178,6847,5187,130264,59879,352695,24765,114978,87706,277714,25328,16943,657237,8348169,1700,340728,2219,21914,149308,36739,112391,6746,8881,1081,9574,41411,42376,26453502,3523,39087,327180,128078,107153,38147,747,4138,2751,31261,43789,1035,1075044,487986,360,399698,170,393238,9220,135949,343361,9313,28258,741049,1104,43133,0,223572,5236,20457
